,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Satisfaction Score,Churn Label
1400,Female,27,Yes,No,No,No,0,Q3,No,0,18,No Offer,Yes,24.4,Yes,Yes,Fiber Optic,71,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,3,Yes
1401,Female,35,No,No,Yes,No,0,Q3,Yes,1,34,No Offer,Yes,43.33,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.65,2,Yes
1402,Male,54,No,No,Yes,No,0,Q3,Yes,1,47,Offer B,Yes,7.62,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.55,2,Yes
1403,Female,50,No,No,Yes,No,0,Q3,Yes,1,39,No Offer,Yes,35.32,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,89.55,2,Yes
1404,Male,42,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,48.96,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.45,2,Yes
1405,Female,34,No,No,Yes,No,0,Q3,No,0,4,Offer E,Yes,12.43,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,1,Yes
1406,Male,33,No,No,Yes,No,0,Q3,Yes,1,59,Offer B,Yes,10.76,Yes,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,3,Yes
1407,Male,44,No,No,No,No,0,Q3,No,0,2,No Offer,Yes,17.25,No,Yes,Cable,3,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.0,1,Yes
1408,Male,35,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,40.51,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,2,Yes
1409,Male,28,Yes,No,Yes,No,0,Q3,No,0,66,Offer A,Yes,7.28,Yes,Yes,Fiber Optic,51,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.0,1,Yes
1410,Male,58,No,No,No,No,0,Q3,No,0,3,Offer E,Yes,2.88,No,Yes,DSL,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,54.7,1,Yes
1411,Female,49,No,No,Yes,No,0,Q3,Yes,1,14,No Offer,Yes,29.18,Yes,Yes,Fiber Optic,19,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,2,Yes
1412,Male,38,No,No,Yes,No,0,Q3,Yes,1,10,No Offer,Yes,11.3,No,Yes,Fiber Optic,4,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,1,Yes
1413,Female,47,No,No,No,No,0,Q3,No,0,18,No Offer,Yes,12.67,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.35,3,Yes
1414,Female,34,No,No,No,No,0,Q3,No,0,9,Offer E,Yes,10.07,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.75,2,Yes
1415,Male,28,Yes,No,No,No,0,Q3,No,0,4,Offer E,Yes,42.06,Yes,Yes,Fiber Optic,58,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.45,1,Yes
1416,Male,43,No,No,No,No,0,Q3,No,0,4,No Offer,Yes,13.02,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,1,Yes
1417,Male,23,Yes,No,Yes,No,0,Q3,Yes,1,59,Offer B,No,0.0,No,Yes,DSL,69,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,41.05,2,Yes
1418,Male,63,No,No,Yes,No,0,Q3,Yes,1,10,No Offer,Yes,30.1,Yes,Yes,Cable,29,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,2,Yes
1419,Male,39,No,No,No,No,0,Q3,No,0,5,No Offer,Yes,45.25,No,Yes,DSL,22,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,70.0,2,Yes
1420,Female,51,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,43.49,Yes,Yes,Cable,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,2,Yes
1421,Female,19,Yes,No,Yes,No,0,Q3,Yes,1,22,No Offer,Yes,32.11,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,1,Yes
1422,Male,34,No,No,Yes,No,0,Q3,Yes,1,41,No Offer,Yes,15.91,Yes,Yes,DSL,29,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73.0,2,Yes
1423,Female,39,No,No,No,No,0,Q3,No,0,64,No Offer,Yes,28.13,Yes,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,1,Yes
1424,Female,27,Yes,No,No,No,0,Q3,No,0,18,No Offer,No,0.0,No,Yes,DSL,85,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.0,2,Yes
1425,Female,20,Yes,No,No,No,0,Q3,No,0,1,No Offer,Yes,35.01,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.0,1,Yes
1426,Female,36,No,No,Yes,No,0,Q3,Yes,1,15,No Offer,Yes,28.3,No,Yes,Cable,28,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.3,1,Yes
1427,Male,62,No,No,Yes,No,0,Q3,Yes,1,15,No Offer,Yes,40.7,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,2,Yes
1428,Male,37,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,28.25,Yes,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.45,3,Yes
1429,Male,20,Yes,No,No,No,0,Q3,No,0,12,No Offer,Yes,28.16,Yes,Yes,Fiber Optic,42,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.95,1,Yes
1430,Female,50,No,No,No,No,0,Q3,No,0,2,No Offer,Yes,39.62,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,1,Yes
1431,Male,28,Yes,No,No,No,0,Q3,No,0,4,No Offer,Yes,42.33,Yes,Yes,Fiber Optic,76,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,80.8,2,Yes
1432,Female,61,No,No,Yes,No,0,Q3,Yes,1,16,No Offer,Yes,37.83,Yes,Yes,Cable,26,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.0,1,Yes
1433,Male,53,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,15.91,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.55,2,Yes
1434,Male,30,No,No,No,No,0,Q3,No,0,5,No Offer,Yes,36.52,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,1,Yes
1435,Female,19,Yes,No,No,No,0,Q3,No,0,4,No Offer,Yes,41.12,No,Yes,Fiber Optic,42,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,70.4,1,Yes
1436,Male,27,Yes,No,No,No,0,Q3,No,0,37,No Offer,Yes,30.72,Yes,Yes,Fiber Optic,42,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.8,1,Yes
1437,Male,36,No,No,Yes,No,0,Q3,Yes,1,13,No Offer,Yes,2.92,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,1,Yes
1438,Female,35,No,No,No,No,0,Q3,No,0,24,No Offer,Yes,37.69,Yes,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,1,Yes
1439,Male,52,No,No,Yes,No,0,Q3,Yes,1,61,No Offer,Yes,46.95,Yes,Yes,Cable,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.0,1,Yes
1440,Male,21,Yes,No,No,No,0,Q3,No,0,41,No Offer,Yes,47.74,Yes,Yes,Fiber Optic,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.7,1,Yes
1441,Female,47,No,No,No,No,0,Q3,No,0,2,Offer E,Yes,42.55,No,Yes,DSL,30,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.05,1,Yes
1442,Female,44,No,No,Yes,No,0,Q3,Yes,1,8,Offer E,Yes,46.13,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,3,Yes
1443,Male,62,No,No,No,No,0,Q3,No,0,17,No Offer,Yes,30.61,No,Yes,Fiber Optic,7,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,2,Yes
1444,Female,49,No,No,No,No,0,Q3,No,0,2,Offer E,No,0.0,No,Yes,DSL,21,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,42.6,2,Yes
1445,Female,45,No,No,No,No,0,Q3,No,0,29,No Offer,Yes,1.02,No,Yes,DSL,19,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.85,1,Yes
1446,Male,51,No,No,Yes,No,0,Q3,Yes,1,2,No Offer,Yes,46.92,No,Yes,Fiber Optic,7,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.0,2,Yes
1447,Female,42,No,No,No,No,0,Q3,No,0,14,Offer D,Yes,18.74,No,Yes,Cable,20,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,2,Yes
1448,Male,56,No,No,No,No,0,Q3,No,0,8,Offer E,Yes,3.27,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,2,Yes
1449,Female,55,No,No,Yes,No,0,Q3,Yes,1,5,Offer E,Yes,17.08,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,2,Yes
1450,Female,50,No,No,Yes,No,0,Q3,Yes,1,63,No Offer,Yes,1.93,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107.5,3,Yes
1451,Male,58,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,44.75,No,Yes,Cable,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,2,Yes
1452,Female,44,No,No,Yes,No,0,Q3,Yes,1,53,No Offer,Yes,30.09,No,Yes,Fiber Optic,11,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.1,3,Yes
1453,Female,20,Yes,No,No,No,0,Q3,No,0,1,Offer E,Yes,17.23,No,Yes,Fiber Optic,52,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.7,3,Yes
1454,Female,39,No,No,No,No,0,Q3,No,0,16,Offer D,Yes,18.99,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.6,1,Yes
1455,Male,59,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,30.07,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1,Yes
1456,Male,62,No,No,No,No,0,Q3,No,0,66,Offer A,Yes,25.82,No,Yes,Cable,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.5,2,Yes
1457,Female,38,No,No,Yes,No,0,Q3,Yes,1,17,Offer D,Yes,5.4,No,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,98.6,2,Yes
1458,Female,54,No,No,No,No,0,Q3,No,0,7,Offer E,Yes,2.24,No,Yes,DSL,22,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.5,3,Yes
1459,Female,53,No,No,Yes,No,0,Q3,Yes,1,42,No Offer,Yes,34.02,No,Yes,Fiber Optic,18,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,77.95,1,Yes
1460,Male,33,No,No,No,No,0,Q3,No,0,30,No Offer,Yes,30.06,No,Yes,Fiber Optic,19,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.25,2,Yes
1461,Female,51,No,No,No,No,0,Q3,No,0,15,Offer D,Yes,47.57,Yes,Yes,DSL,26,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.65,1,Yes
1462,Male,34,No,No,Yes,No,0,Q3,Yes,1,67,Offer A,Yes,28.4,Yes,Yes,Cable,10,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,87.4,2,Yes
1463,Female,32,No,No,No,No,0,Q3,No,0,35,No Offer,Yes,19.07,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.45,1,Yes
1464,Female,21,Yes,No,Yes,No,0,Q3,Yes,1,56,No Offer,Yes,19.16,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.25,1,Yes
1465,Female,46,No,No,Yes,No,0,Q3,Yes,1,9,Offer E,Yes,31.75,No,Yes,Fiber Optic,25,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,3,Yes
1466,Male,55,No,No,No,No,0,Q3,No,0,48,No Offer,Yes,24.73,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.1,1,Yes
1467,Female,23,Yes,No,No,No,0,Q3,No,0,34,No Offer,Yes,7.99,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.8,1,Yes
1468,Male,61,No,No,Yes,No,0,Q3,Yes,1,11,Offer D,Yes,13.33,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,1,Yes
1469,Female,30,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,34.47,Yes,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.8,3,Yes
1470,Female,19,Yes,No,Yes,No,0,Q3,Yes,1,3,Offer E,Yes,44.46,No,Yes,DSL,51,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.3,2,Yes
1471,Male,37,No,No,Yes,No,0,Q3,No,0,50,No Offer,Yes,20.88,Yes,Yes,Fiber Optic,13,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,105.95,1,Yes
1472,Male,32,No,No,No,No,0,Q3,No,0,5,Offer E,Yes,31.14,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,1,Yes
1473,Male,44,No,No,Yes,No,0,Q3,Yes,1,51,No Offer,Yes,21.08,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,1,Yes
1474,Female,57,No,No,No,No,0,Q3,No,0,46,No Offer,Yes,6.18,Yes,Yes,Cable,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,96.05,2,Yes
1475,Female,41,No,No,Yes,No,0,Q3,Yes,1,41,No Offer,Yes,5.01,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.6,1,Yes
1476,Female,37,No,No,No,No,0,Q3,No,0,29,No Offer,Yes,44.33,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.9,2,Yes
1477,Female,35,No,No,Yes,No,0,Q3,Yes,1,26,No Offer,Yes,22.33,Yes,Yes,DSL,13,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,2,Yes
1478,Female,31,No,No,No,No,0,Q3,No,0,1,Offer E,No,0.0,No,Yes,DSL,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,3,Yes
1479,Male,46,No,No,No,No,0,Q3,No,0,3,Offer E,Yes,14.28,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,1,Yes
1480,Female,41,No,No,Yes,No,0,Q3,Yes,1,66,Offer A,Yes,48.77,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,102.45,1,Yes
1481,Female,22,Yes,No,Yes,No,0,Q3,Yes,1,21,Offer D,Yes,38.52,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,1,Yes
1482,Male,59,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,40.71,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.75,1,Yes
1483,Male,39,No,No,No,No,0,Q3,No,0,4,No Offer,Yes,28.89,No,Yes,DSL,3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,2,Yes
1484,Female,23,Yes,No,No,No,0,Q3,No,0,9,No Offer,Yes,13.86,No,Yes,Fiber Optic,76,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.25,1,Yes
1485,Male,50,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,22.05,Yes,Yes,Cable,28,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.85,2,Yes
1486,Male,54,No,No,No,No,0,Q3,No,0,9,No Offer,No,0.0,No,Yes,Cable,20,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.4,1,Yes
1487,Female,54,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,32.45,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.5,2,Yes
1488,Male,56,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,45.5,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,2,Yes
1489,Female,50,No,No,No,No,0,Q3,No,0,2,No Offer,Yes,6.2,No,Yes,Fiber Optic,6,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.15,2,Yes
1490,Female,47,No,No,Yes,No,0,Q3,Yes,1,3,No Offer,Yes,38.09,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1,Yes
1491,Male,40,No,No,No,No,0,Q3,No,0,14,Offer D,Yes,28.65,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.95,2,Yes
1492,Male,33,No,No,No,No,0,Q3,No,0,2,No Offer,Yes,48.66,No,Yes,Fiber Optic,21,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.0,3,Yes
1493,Female,39,No,No,No,No,0,Q3,No,0,18,Offer D,Yes,8.95,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,3,Yes
1494,Male,60,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,17.54,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,1,Yes
1495,Female,35,No,No,No,No,0,Q3,No,0,4,No Offer,Yes,37.66,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,3,Yes
1496,Female,26,Yes,No,No,No,0,Q3,No,0,38,No Offer,Yes,17.66,No,Yes,Fiber Optic,41,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,84.25,2,Yes
1497,Female,32,No,No,No,No,0,Q3,No,0,12,Offer D,Yes,42.55,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.1,3,Yes
1498,Female,20,Yes,No,Yes,No,0,Q3,Yes,1,19,Offer D,Yes,21.71,Yes,Yes,Fiber Optic,47,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.65,3,Yes
1499,Female,35,No,No,No,No,0,Q3,No,0,10,Offer D,Yes,37.36,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,1,Yes
1500,Female,63,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,7.26,No,Yes,Cable,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.35,2,Yes
1501,Female,51,No,No,No,No,0,Q3,No,0,23,Offer D,Yes,33.44,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1,Yes
1502,Female,44,No,No,No,No,0,Q3,No,0,31,No Offer,Yes,33.38,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.55,3,Yes
1503,Male,47,No,No,No,No,0,Q3,No,0,19,Offer D,Yes,1.79,No,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.85,3,Yes
1504,Male,44,No,No,No,No,0,Q3,No,0,24,No Offer,Yes,24.76,No,Yes,Fiber Optic,2,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0,1,Yes
1505,Male,57,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,12.0,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.05,2,Yes
1506,Male,53,No,No,Yes,No,0,Q3,No,0,65,No Offer,Yes,41.88,Yes,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.65,1,Yes
1507,Male,28,Yes,No,No,No,0,Q3,No,0,10,Offer D,Yes,34.44,No,Yes,Cable,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,1,Yes
1508,Female,36,No,No,Yes,No,0,Q3,Yes,1,2,Offer E,No,0.0,No,Yes,DSL,12,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.1,2,Yes
1509,Male,47,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,48.58,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46.2,2,Yes
1510,Female,29,Yes,No,No,No,0,Q3,No,0,1,Offer E,Yes,30.92,No,Yes,DSL,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,45.15,3,Yes
1511,Female,31,No,No,Yes,No,0,Q3,Yes,1,19,Offer D,Yes,25.75,No,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.2,2,Yes
1512,Male,46,No,No,No,No,0,Q3,No,0,52,No Offer,Yes,48.13,No,Yes,Fiber Optic,12,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.35,3,Yes
1513,Female,23,Yes,No,No,No,0,Q3,No,0,1,Offer E,Yes,5.12,No,Yes,DSL,30,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.95,2,Yes
1514,Female,55,No,No,No,No,0,Q3,No,0,3,Offer E,Yes,46.36,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.75,2,Yes
1515,Male,38,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,27.89,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,2,Yes
1516,Male,61,No,No,No,No,0,Q3,No,0,2,Offer E,Yes,43.47,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,2,Yes
1517,Female,35,No,No,No,No,0,Q3,No,0,16,Offer D,Yes,46.99,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.65,1,Yes
1518,Female,30,No,No,Yes,No,0,Q3,Yes,1,1,Offer E,Yes,16.66,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.0,2,Yes
1519,Male,21,Yes,No,No,No,0,Q3,No,0,56,No Offer,Yes,25.41,Yes,Yes,Fiber Optic,51,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,3,Yes
1520,Female,54,No,No,No,No,0,Q3,No,0,44,No Offer,Yes,40.17,Yes,Yes,Fiber Optic,6,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,2,Yes
1521,Male,50,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,6.95,No,Yes,DSL,11,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.9,1,Yes
1522,Male,27,Yes,No,Yes,No,0,Q3,Yes,1,49,No Offer,Yes,46.94,Yes,Yes,Fiber Optic,73,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.8,1,Yes
1523,Male,43,No,No,Yes,No,0,Q3,Yes,1,47,No Offer,Yes,37.74,Yes,Yes,Fiber Optic,7,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.35,2,Yes
